"respondentid","RCa10","WA01_c","WA02_c","WA03_c","WA04_c","WA07_c","WB01_c","WB04_c","WB05_c","WC03_c","WC04_c","WC05_c","WC06_c","WD01_c","WD02_c","WE01_c","WFa01_c","WFa02_c","WFa03_c","WFb02_c","WFc01_c","WFC02_c","WG01_c","WG02_c","WHb01_c","WHc01_c","WHc02_c","WHd01_c","RD01_c","ABo04_c","ABo05_c","ABo06_c","ABo07_c","ABo08_c","ABo09_c","ABo10_c","ABo11_c","ABo12_c","ABo13_c","ABo14_c","ABo15_c","CA02_c","CBa01_c","CBa02_c","CBb01_c","CCa02_c","CDa05_c","CDb01_c","CDd01_c","CDd04_c","CEa01_c","CFb01_c","EB01_c","EC01_c","ED01_c","EE01_c","KB01_c","KF03_c","MA01_c","MA04_c","MB01_c","MB02_c","MB03_c","SB01_c","SB02_c"
10948611,NA,"male",49,"high school diploma or equivalent",NA,"no money invested","working part time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",1,0,"never married","owned free and clear","missouri (mo)","urban","yes",1,NA,"no",NA,NA,"kerry","somewhat liberal",5,6,2,2,NA,NA,8,7,3,NA,"yes","wrong track","much better","somewhat better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","strongly oppose",NA,"available to anyone","environment should be top priority","five hours",0,7,"almost every day",6,NA,"democrat","very liberal",NA,NA,NA,8,8
10948743,"No","female",29,"graduate or professional degree",NA,"yes, $10,000-$25,000","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",2,1,"married","owned with mortgage or loan","south carolina (sc)","suburban","yes",1,NA,"no",NA,"employer plan","bush","very liberal",10,8,7,8,NA,NA,8,5,7,NA,"no","wrong track","somewhat better","same","keep taxes as they are","increase competition",NA,"set withdrawal deadline","somewhat oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","none",0,0,"almost every day",7,NA,"republican","very conservative",NA,NA,NA,9,9
10948762,"Yes","female",51,"graduate or professional degree",NA,"yes, more than $25,000","working full time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"few times a year","protestant","no one in household has served",1,0,"married","owned with mortgage or loan","ohio (oh)","suburban","yes",4,NA,"no",NA,"other insurance","kerry","somewhat liberal",8,8,6,9,NA,NA,10,7,8,NA,"no","wrong track","somewhat better","somewhat better","raise taxes if necessary","increase regulation",NA,"set withdrawal deadline","strongly favor",NA,"available to anyone","environment should be top priority","one hour but less than two",0,7,"several hours per day",7,NA,"democrat","somewhat liberal",NA,"strongly disagree","strongly disagree",8,8
10948771,NA,"male",29,"associate's or two-year college degree",NA,"no money invested","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","yes, respondent",3,3,"married","owned with mortgage or loan","alabama (al)","suburban","yes",1,NA,"no",NA,"employer plan","bush","very liberal",8,5,0,5,NA,NA,3,5,0,NA,"no","right direction","same","same","none of these","neither",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","neither","three hours but less than four",7,0,"several hours per day",7,NA,"independent","very conservative",NA,NA,NA,7,7
10948915,"No","female",64,"high school diploma or equivalent",NA,"no money invested","working full time","work for someone else","yes, respondent","white or white hispanic","yes",NA,NA,"once or twice a month","catholic","no one in household has served",2,0,"married","owned with mortgage or loan","new york (ny)","rural","yes",1,NA,"no",NA,NA,"kerry","don't know",2,5,5,2,NA,NA,10,2,2,NA,"no","wrong track","somewhat better","same","cut taxes","increase regulation",NA,"set withdrawal deadline","strongly oppose",NA,"no answer","more important to keep economy growing","none",0,7,"almost every day",2,NA,"democrat","moderate",NA,"somewhat agree","strongly agree",10,8
10949097,NA,"female",40,"associate's or two-year college degree",NA,"don't know","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"never","catholic","no one in household has served",2,0,"married","owned with mortgage or loan","ohio (oh)","suburban","yes",1,NA,"yes","yes","employer plan","bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"no","wrong track","somewhat better","somewhat worse","cut taxes","increase competition",NA,"set withdrawal deadline","somewhat oppose",NA,"available with stricter limits","more important to keep economy growing","four hours but less than five",2,1,"several hours per day",7,NA,"republican","somewhat conservative",NA,NA,NA,5,5
10949108,NA,"male",64,"high school diploma or equivalent",NA,"yes, more than $25,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"few times a year","catholic","no one in household has served",2,0,"married","owned with mortgage or loan","new jersey (nj)","suburban","yes",1,NA,"no",NA,"self-purchased plan","bush","very liberal",0,0,0,0,NA,NA,0,0,0,NA,"yes","right direction","somewhat better","much better","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","five hours",7,0,"several hours per day",7,NA,"republican","very conservative",NA,NA,NA,10,10
10949126,"No","female",52,"some college, no degree",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","other type of christian","no one in household has served",3,0,"no answer","owned with mortgage or loan","pennsylvania (pa)","suburban","yes",1,NA,"yes","no","employer plan","bush","very liberal",0,0,0,0,NA,NA,1,0,0,NA,"yes","wrong track","somewhat better","somewhat better","cut taxes","increase competition",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",0,0,"several hours per day",2,NA,"republican","somewhat conservative",NA,"somewhat disagree","somewhat agree",5,5
10949139,"No","female",35,"graduate or professional degree",NA,"yes, $10,000-$25,000","homemaker",NA,"no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","yes, other household member",1,2,"married","owned with mortgage or loan","michigan (mi)","suburban","yes",1,NA,"no",NA,"employer plan","kerry","very liberal",5,3,4,5,NA,NA,10,8,4,NA,"no","wrong track","somewhat better","somewhat better","keep taxes as they are","don't know",NA,"keep troops until stable government","strongly favor",NA,"available to anyone","more important to keep economy growing","one hour but less than two",0,0,"at least once per week",0,NA,"independent","somewhat conservative",NA,NA,NA,8,8
10949327,NA,"male",54,"high school diploma or equivalent",NA,"yes, more than $25,000","working full time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","protestant","no one in household has served",2,0,"married","owned free and clear","south carolina (sc)","urban","yes",1,NA,"yes","no","employer plan","bush","very liberal",2,2,2,2,NA,NA,2,2,2,NA,"no","wrong track","somewhat worse","same","cut taxes","increase regulation",NA,"keep troops until stable government","strongly oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","two hours but less than three",2,7,"at least once per week",7,NA,"republican","somewhat conservative",NA,NA,NA,7,7
10949577,NA,"female",74,"four-year college degree",NA,"no money invested","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","no denomination","yes, other household member",2,0,"married","owned free and clear","missouri (mo)","suburban","no",1,NA,"no",NA,"medicare or medicaid","kerry","moderate",10,10,9,10,NA,NA,10,10,10,NA,"no","wrong track","much worse","somewhat worse","keep taxes as they are","increase regulation",NA,"withdraw as soon as possible","don't know",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","four hours but less than five",0,7,NA,7,NA,"democrat","somewhat liberal",NA,"somewhat disagree","somewhat disagree",0,0
10949733,"No","female",63,"high school diploma or equivalent",NA,"yes, $5,000-$10,000","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"more than once a week","catholic","no one in household has served",1,0,"widowed","owned free and clear","pennsylvania (pa)","suburban","no",1,NA,"yes","no","self-purchased plan","did not vote for president","moderate",2,2,2,2,NA,NA,2,5,2,NA,"yes","wrong track","somewhat better","much better","keep taxes as they are","increase regulation",NA,"keep troops until stable government","strongly oppose",NA,"not permitted under any circumstances","don't know","one hour but less than two",0,0,NA,7,NA,"independent","somewhat liberal",NA,"strongly agree","strongly disagree",998,998
10949813,"Yes","male",74,"graduate or professional degree",NA,"yes, more than $25,000","working part time","work for someone else","no union members in household","white or white hispanic","yes",NA,NA,"once a week","protestant","yes, respondent",2,0,"married","owned free and clear","idaho (id)","rural","yes",2,NA,"yes","no","medicare or medicaid","bush","moderate",8,6,6,8,NA,NA,8,7,7,NA,"no","wrong track","same","same","raise taxes if necessary","increase competition",NA,"set withdrawal deadline","strongly oppose",NA,"not permitted except for rape, incest, or life risk","environment should be top priority","none",3,7,"at least once per week",3,NA,"democrat","somewhat liberal",NA,NA,NA,6,6
10949833,NA,"male",54,"high school diploma or equivalent",NA,"yes, $5,000-$10,000","working part time","self-employed","no union members in household","white or white hispanic","yes",NA,NA,"never","no denomination","no one in household has served",2,0,"married","owned with mortgage or loan","washington (wa)","rural","yes",1,NA,"yes","no","no insurance","kerry","moderate",9,8,7,8,NA,NA,10,8,6,NA,"no","don't know","somewhat better","somewhat better","cut taxes","neither",NA,"withdraw as soon as possible","strongly oppose",NA,"available to anyone","environment should be top priority","none",0,7,"several hours per day",7,NA,"democrat","somewhat liberal",NA,NA,NA,999,999
10949985,NA,"female",72,"high school diploma or equivalent",NA,"don't know","retired",NA,"no union members in household","white or white hispanic","yes",NA,NA,"once a week","catholic","no one in household has served",1,0,"widowed","rented","minnesota (mn)","suburban","no",1,NA,"no",NA,"medicare or medicaid","bush","moderate",10,10,6,10,NA,NA,10,10,10,NA,"no","wrong track","much better","much better","keep taxes as they are","don't know",NA,"don't know","somewhat oppose",NA,"not permitted except for rape, incest, or life risk","more important to keep economy growing","three hours but less than four",0,7,NA,7,NA,"independent","moderate",NA,"strongly agree","strongly disagree",999,999
10950033,NA,"male",54,"some high school, no diploma",NA,"no money invested","retired",NA,"yes, respondent","white or white hispanic","yes",NA,NA,"once a week","protestant","no one in household has served",1,2,"married","owned free and clear","washington (wa)","suburban","yes",1,NA,"yes","no","other government program","kerry","somewhat liberal",7,8,7,8,NA,NA,9,9,8,NA,"no","wrong track","much better","much better","keep taxes as they are","increase regulation",NA,"set withdrawal deadline","somewhat oppose",NA,"available to anyone","environment should be top priority","one hour but less than two",0,0,"few times per month",5,NA,"independent","somewhat liberal",NA,"somewhat agree","strongly agree",7,7
